Nama,Brand,Rilis,Harga_Varian,RAM,Memori_Internal,Chipset,Kamera_Utama,Baterai,Charger,OS,URL
Samsung Galaxy Tab S10 FE WiFi (8GB/128GB),SAMSUNG,2025,5999000,8,128,Exynos 1580,13 MP • Wide • f/2.0,8000,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-tab-s10-fe/
Samsung Galaxy A36 5G (8GB/256GB),SAMSUNG,2025,4699000,8,256,Qualcomm Snapdragon 6 Gen 3,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 5 MP • Macro • f/2.4,5000,45,"Android 15, OneUI 7",https://carisinyal.com/hp/samsung-galaxy-a36/
Samsung Galaxy A36 5G (12GB/256GB),SAMSUNG,2025,4999000,12,256,Qualcomm Snapdragon 6 Gen 3,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2 ; 5 MP • Macro • f/2.4,5000,45,"Android 15, OneUI 7",https://carisinyal.com/hp/samsung-galaxy-a36/
Samsung Galaxy A56 5G (8GB/256GB),SAMSUNG,2025,5899000,8,256,Exynos 1580,50 MP • Wide • f/1.8 ; 12 MP • Ultrawide • f/2.2 ; 5 MP • Macro • f/2.4,5000,45,"Android 15, OneUI",https://carisinyal.com/hp/samsung-galaxy-a56/
Samsung Galaxy A56 5G (12GB/256GB),SAMSUNG,2025,6299000,12,256,Exynos 1580,50 MP • Wide • f/1.8 ; 12 MP • Ultrawide • f/2.2 ; 5 MP • Macro • f/2.4,5000,45,"Android 15, OneUI",https://carisinyal.com/hp/samsung-galaxy-a56/
Samsung Galaxy S25 Ultra (12GB/256GB),SAMSUNG,2025,16499000,12,256,Qualcomm Snapdragon 8 Elite,200 MP • Wide • f/1.7 ; 50 MP • Ultrawide • f/2.0 ; 10 MP • Telephoto • f/2.4 ; 50 MP • Periscope Telephoto • f/3.4,5000,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-s25-ultra/
Samsung Galaxy S25 Ultra (12GB/512GB),SAMSUNG,2025,18499000,12,512,Qualcomm Snapdragon 8 Elite,200 MP • Wide • f/1.7 ; 50 MP • Ultrawide • f/2.0 ; 10 MP • Telephoto • f/2.4 ; 50 MP • Periscope Telephoto • f/3.4,5000,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-s25-ultra/
Samsung Galaxy S25 Ultra (12GB/1024GB),SAMSUNG,2025,24499000,12,1024,Qualcomm Snapdragon 8 Elite,200 MP • Wide • f/1.7 ; 50 MP • Ultrawide • f/2.0 ; 10 MP • Telephoto • f/2.4 ; 50 MP • Periscope Telephoto • f/3.4,5000,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-s25-ultra/
Samsung Galaxy S25+ (12GB/256GB),SAMSUNG,2025,14699000,12,256,Qualcomm Snapdragon 8 Elite,50 MP • Wide • f/1.8 ; 12 MP • Ultrawide • f/2.2 ; 10 MP • Telephoto • f/2.4,4900,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-s25-plus/
Samsung Galaxy S25+ (12GB/512GB),SAMSUNG,2025,15999000,12,512,Qualcomm Snapdragon 8 Elite,50 MP • Wide • f/1.8 ; 12 MP • Ultrawide • f/2.2 ; 10 MP • Telephoto • f/2.4,4900,45,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-s25-plus/
Samsung Galaxy S25 (12GB/256GB),SAMSUNG,2025,12499000,12,256,Qualcomm Snapdragon 8 Elite,50 MP • Wide • f/1.8 ; 12 MP • Ultrawide • f/2.2 ; 10 MP • Telephoto • f/2.4,4000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-s25/
Samsung Galaxy S25 (12GB/512GB),SAMSUNG,2025,14199000,12,512,Qualcomm Snapdragon 8 Elite,50 MP • Wide • f/1.8 ; 12 MP • Ultrawide • f/2.2 ; 10 MP • Telephoto • f/2.4,4000,25,"Android 15, One UI 7",https://carisinyal.com/hp/samsung-galaxy-s25/
Samsung Galaxy A16 (8GB/128GB),SAMSUNG,2024,2499000,8,128,MediaTek Helio G99,50 MP • Wide • f/1.8 ; 5 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5000,25,"Android 14, One UI 6.1",https://carisinyal.com/hp/samsung-galaxy-a16/
Samsung Galaxy A16 (8GB/256GB),SAMSUNG,2024,2799000,8,256,MediaTek Helio G99,50 MP • Wide • f/1.8 ; 5 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5000,25,"Android 14, One UI 6.1",https://carisinyal.com/hp/samsung-galaxy-a16/
Samsung Galaxy A16 5G (8GB/256GB),SAMSUNG,2024,3199000,8,256,Mediatek Dimensity 6300,50 MP • Wide • f/1.8 ; 5 MP • Ultrawide • f/2.2 ; 2 MP • Macro • f/2.4,5000,25,"Android 14, OneUI 6.1",https://carisinyal.com/hp/samsung-galaxy-a16-5g/
Samsung Galaxy XCover7 (6GB/128GB),SAMSUNG,2024,4999000,6,128,MediaTek Dimensity 6100+,50 MP • Wide • f/1.8,4050,15,"Android 14, One UI 6",https://carisinyal.com/hp/samsung-galaxy-xcover-7/
Samsung Galaxy Tab Active5 (8GB/128GB),SAMSUNG,2024,8999000,8,128,Exynos 1380,13 MP • Wide • f/1.9,5050,15,"Android 14, One UI 6",https://carisinyal.com/hp/samsung-galaxy-tab-active5/
TECNO Camon 50 Pro 5G (8GB/256GB),TECNO,2026,5599000,8,256,Mediatek Dimensity 7400 Ultimate,50 MP • Wide • f/1.8 ; 50 MP • Telephoto • f/2.4 ; 8 MP • Ultrawide • f/2.2,6500,45,"Android 16, HIOS 16",https://carisinyal.com/hp/tecno-camon-50-pro-5g/
TECNO Camon 50 Pro 5G (12GB/256GB),TECNO,2026,6099000,12,256,Mediatek Dimensity 7400 Ultimate,50 MP • Wide • f/1.8 ; 50 MP • Telephoto • f/2.4 ; 8 MP • Ultrawide • f/2.2,6500,45,"Android 16, HIOS 16",https://carisinyal.com/hp/tecno-camon-50-pro-5g/
TECNO Camon 50 Pro 5G (12GB/512GB),TECNO,2026,7099000,12,512,Mediatek Dimensity 7400 Ultimate,50 MP • Wide • f/1.8 ; 50 MP • Telephoto • f/2.4 ; 8 MP • Ultrawide • f/2.2,6500,45,"Android 16, HIOS 16",https://carisinyal.com/hp/tecno-camon-50-pro-5g/
TECNO Camon 50 (8GB/128GB),TECNO,2026,3799000,8,128,MediaTek Helio G200 Ultimate,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2,6500,45,"Android 16, HiOS 16",https://carisinyal.com/hp/tecno-camon-50/
TECNO Camon 50 (8GB/256GB),TECNO,2026,4299000,8,256,MediaTek Helio G200 Ultimate,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2,6500,45,"Android 16, HiOS 16",https://carisinyal.com/hp/tecno-camon-50/
TECNO Camon 50 (12GB/256GB),TECNO,2026,4899000,12,256,MediaTek Helio G200 Ultimate,50 MP • Wide • f/1.8 ; 8 MP • Ultrawide • f/2.2,6500,45,"Android 16, HiOS 16",https://carisinyal.com/hp/tecno-camon-50/
Tecno Megapad SE (4GB/128GB),TECNO,2026,2399000,4,128,Qualcomm Snapdragon 685,8 MP • Wide,8000,18,"Android 15, HiOS",https://carisinyal.com/hp/tecno-megapad-se/
Tecno Megapad SE (8GB/128GB),TECNO,2026,2799000,8,128,Qualcomm Snapdragon 685,8 MP • Wide,8000,18,"Android 15, HiOS",https://carisinyal.com/hp/tecno-megapad-se/
Tecno Megapad SE (8GB/256GB),TECNO,2026,3199000,8,256,Qualcomm Snapdragon 685,8 MP • Wide,8000,18,"Android 15, HiOS",https://carisinyal.com/hp/tecno-megapad-se/
TECNO Spark Go 3 (4GB/64GB),TECNO,2026,1549000,4,64,UNISOC T7250,13 MP • Wide,5000,15,"Android 15, HIOS 15",https://carisinyal.com/hp/tecno-spark-go-3/
TECNO Spark Go 3 (4GB/128GB),TECNO,2026,1649000,4,128,UNISOC T7250,13 MP • Wide,5000,15,"Android 15, HIOS 15",https://carisinyal.com/hp/tecno-spark-go-3/
Tecno Spark 40 (6GB/128GB),TECNO,2025,1999000,6,128,MediaTek Helio G91,50 MP • Wide • f/1.6,5200,45,"Android 15, HiOS 15",https://carisinyal.com/hp/tecno-spark-40/
Tecno Spark 40 (8GB/256GB),TECNO,2025,2199000,8,256,MediaTek Helio G91,50 MP • Wide • f/1.6,5200,45,"Android 15, HiOS 15",https://carisinyal.com/hp/tecno-spark-40/
Tecno Spark 40 Pro+ (8GB/128GB),TECNO,2025,2699000,8,128,MediaTek Helio G200,50 MP • Wide • f/1.9 ; AI,5200,45,"Android 15, HIOS 15",https://carisinyal.com/hp/tecno-spark-40-pro-plus/
Tecno Spark 40 Pro+ (8GB/256GB),TECNO,2025,2899000,8,256,MediaTek Helio G200,50 MP • Wide • f/1.9 ; AI,5200,45,"Android 15, HIOS 15",https://carisinyal.com/hp/tecno-spark-40-pro-plus/
Tecno Spark 40 Pro (8GB/128GB),TECNO,2025,2499000,8,128,MediaTek Helio G100,50 MP • Wide • f/1.6 ; AI,5200,45,"Android 15, HIOS 15",https://carisinyal.com/hp/tecno-spark-40-pro/
Tecno POVA 7 Ultra 5G (12GB/256GB),TECNO,2025,4999000,12,256,MediaTek Dimensity 8350 Ultimate,108 MP • Wide ; 8 MP • Ultrawide,6000,70,"Android 15, HiOS 15 for POVA",https://carisinyal.com/hp/tecno-pova-7-ultra-5g/
Tecno POVA 7 5G (8GB/128GB),TECNO,2025,3099900,8,128,Mediatek Dimensity 7300 Ultimate,50 MP • Wide • f/1.6,6000,45,"Android 15, HiOS 15 for POVA",https://carisinyal.com/hp/tecno-pova-7-5g/
Tecno POVA 7 5G (8GB/256GB),TECNO,2025,3399000,8,256,Mediatek Dimensity 7300 Ultimate,50 MP • Wide • f/1.6,6000,45,"Android 15, HiOS 15 for POVA",https://carisinyal.com/hp/tecno-pova-7-5g/
Tecno POVA Curve 5G (8GB/256GB),TECNO,2025,3199000,8,256,MediaTek Dimensity 7300 Ultimate,64 MP • Wide • f/1.8 ; Depth,5500,45,"Android 15, HIOS 15",https://carisinyal.com/hp/tecno-pova-curve/
Tecno POVA 7 (8GB/128GB),TECNO,2025,2699000,8,128,MediaTek Helio G100 Ultimate,108 MP • Wide • f/1.8 ; 2 MP • Macro,7000,45,"Android 15, HiOS 15",https://carisinyal.com/hp/tecno-pova-7/
Tecno POVA 7 (8GB/256GB),TECNO,2025,2999000,8,256,MediaTek Helio G100 Ultimate,108 MP • Wide • f/1.8 ; 2 MP • Macro,7000,45,"Android 15, HiOS 15",https://carisinyal.com/hp/tecno-pova-7/
Tecno MegaPad 11 (8GB/128GB),TECNO,2024,2699000,8,128,MediaTek Helio G99,13 MP • Wide,8000,18,Android 14,https://carisinyal.com/hp/tecno-megapad-11/
Tecno MegaPad 11 (8GB/256GB),TECNO,2024,2999000,8,256,MediaTek Helio G99,13 MP • Wide,8000,18,Android 14,https://carisinyal.com/hp/tecno-megapad-11/
vivo V70 FE (8GB/256GB),VIVO,2026,6499000,8,256,MediaTek Dimensity 7360 Turbo,200 MP • Wide • f/1.88 ; 8 MP • Ultrawide • f/2.2,7000,90,"Android 16, OriginOS 6",https://carisinyal.com/hp/vivo-v70-fe/
vivo V70 FE (12GB/256GB),VIVO,2026,7199000,12,256,MediaTek Dimensity 7360 Turbo,200 MP • Wide • f/1.88 ; 8 MP • Ultrawide • f/2.2,7000,90,"Android 16, OriginOS 6",https://carisinyal.com/hp/vivo-v70-fe/
vivo V70 FE (8GB/512GB),VIVO,2026,7399000,8,512,MediaTek Dimensity 7360 Turbo,200 MP • Wide • f/1.88 ; 8 MP • Ultrawide • f/2.2,7000,90,"Android 16, OriginOS 6",https://carisinyal.com/hp/vivo-v70-fe/
vivo V70 (12GB/256GB),VIVO,2026,8999000,12,256,Qualcomm Snapdragon 7 Gen 4,50 MP • Wide • f/1.88 ; 50 MP • Periscope Telephoto • f/2.65 ; 8 MP • Ultrawide • f/2.2,6500,90,"Android 16, OriginOS 6",https://carisinyal.com/hp/vivo-v70/
vivo V70 (12GB/512GB),VIVO,2026,10999000,12,512,Qualcomm Snapdragon 7 Gen 4,50 MP • Wide • f/1.88 ; 50 MP • Periscope Telephoto • f/2.65 ; 8 MP • Ultrawide • f/2.2,6500,90,"Android 16, OriginOS 6",https://carisinyal.com/hp/vivo-v70/
vivo Y05 (4GB/64GB),VIVO,2026,1899000,4,64,UNISOC T7225,8 MP • Wide • f/2.0,6500,15,"Android 16, OriginOS 6.0",https://carisinyal.com/hp/vivo-y05/
vivo Y05 (4GB/128GB),VIVO,2026,2099000,4,128,UNISOC T7225,8 MP • Wide • f/2.0,6500,15,"Android 16, OriginOS 6.0",https://carisinyal.com/hp/vivo-y05/
vivo X300 (12GB/256GB),VIVO,2025,14999000,12,256,Mediatek Dimensity 9500,200 MP • Wide • f/1.68 ; 50 MP • Periscope Telephoto • f/2.57 ; 50 MP • Ultrawide • f/2.0,6040,90,"Android 16, OriginOS 6",https://carisinyal.com/hp/vivo-x300/
vivo X300 (16GB/512GB),VIVO,2025,18999000,16,512,Mediatek Dimensity 9500,200 MP • Wide • f/1.68 ; 50 MP • Periscope Telephoto • f/2.57 ; 50 MP • Ultrawide • f/2.0,6040,90,"Android 16, OriginOS 6",https://carisinyal.com/hp/vivo-x300/
vivo X300 Pro (16GB/512GB),VIVO,2025,18999000,16,512,Mediatek Dimensity 9500,50 MP • Wide • f/1.57 ; 200 MP • Periscope Telephoto • f/2.67 ; 50 MP • Ultrawide • f/2.0,6510,90,"Android 16, OriginOS 6",https://carisinyal.com/hp/vivo-x300-pro/
vivo Y21d (4GB/128GB),VIVO,2025,2399000,4,128,Unisoc T7225,50 MP • Wide • f/1.8 ; 0.08 MP • Depth • f/3.0,6500,44,"Android 15, Funtouch OS 15",https://carisinyal.com/hp/vivo-y21d/
vivo Y21d (6GB/128GB),VIVO,2025,2799000,6,128,Unisoc T7225,50 MP • Wide • f/1.8 ; 0.08 MP • Depth • f/3.0,6500,44,"Android 15, Funtouch OS 15",https://carisinyal.com/hp/vivo-y21d/
vivo Y21d (8GB/128GB),VIVO,2025,2999000,8,128,Unisoc T7225,50 MP • Wide • f/1.8 ; 0.08 MP • Depth • f/3.0,6500,44,"Android 15, Funtouch OS 15",https://carisinyal.com/hp/vivo-y21d/
vivo Y21d (6GB/256GB),VIVO,2025,3199000,6,256,Unisoc T7225,50 MP • Wide • f/1.8 ; 0.08 MP • Depth • f/3.0,6500,44,"Android 15, Funtouch OS 15",https://carisinyal.com/hp/vivo-y21d/
vivo V60 Lite 5G (8GB/256GB),VIVO,2025,5999000,8,256,MediaTek Dimensity 7360,50 MP • Wide • f/1.79 ; 8 MP • Ultrawide • f/2.2,6500,90,"Android 15, FuntouchOS 15",https://carisinyal.com/hp/vivo-v60-lite-5g/
vivo V60 Lite 5G (12GB/512GB),VIVO,2025,6999000,12,512,MediaTek Dimensity 7360,50 MP • Wide • f/1.79 ; 8 MP • Ultrawide • f/2.2,6500,90,"Android 15, FuntouchOS 15",https://carisinyal.com/hp/vivo-v60-lite-5g/
vivo V60 Lite (8GB/128GB),VIVO,2025,4699000,8,128,Qualcomm Snapdragon 685,50 MP • Wide • f/1.79 ; 8 MP • Ultrawide • f/2.2,6500,90,"Android 15, Funtouch 15",https://carisinyal.com/hp/vivo-v60-lite/
vivo V60 Lite (8GB/256GB),VIVO,2025,5299000,8,256,Qualcomm Snapdragon 685,50 MP • Wide • f/1.79 ; 8 MP • Ultrawide • f/2.2,6500,90,"Android 15, Funtouch 15",https://carisinyal.com/hp/vivo-v60-lite/
vivo X Fold5 (16GB/512GB),VIVO,2025,24999000,16,512,Qualcomm Snapdragon 8 Gen 3,50 MP • Wide • f/1.6 ; 50 MP • Periscope Telephoto • f/2.6 ; 50 MP • Ultrawide • f/2.1,6000,80,"Android 15, Funtouch 15",https://carisinyal.com/hp/vivo-x-fold5/
vivo V60 (8GB/256GB),VIVO,2025,6999000,8,256,Qualcomm Snapdragon 7 Gen 4,50 MP • Wide • f/1.9 ; 50 MP • Periscope Telephoto • f/2.7 ; 8 MP • Ultrawide • f/2.0,6500,90,"Android 15, Funtouch 15",https://carisinyal.com/hp/vivo-v60/
vivo V60 (12GB/256GB),VIVO,2025,7499000,12,256,Qualcomm Snapdragon 7 Gen 4,50 MP • Wide • f/1.9 ; 50 MP • Periscope Telephoto • f/2.7 ; 8 MP • Ultrawide • f/2.0,6500,90,"Android 15, Funtouch 15",https://carisinyal.com/hp/vivo-v60/
vivo V60 (12GB/512GB),VIVO,2025,8499000,12,512,Qualcomm Snapdragon 7 Gen 4,50 MP • Wide • f/1.9 ; 50 MP • Periscope Telephoto • f/2.7 ; 8 MP • Ultrawide • f/2.0,6500,90,"Android 15, Funtouch 15",https://carisinyal.com/hp/vivo-v60/
vivo Y400 (8GB/128GB),VIVO,2025,3499000,8,128,Qualcomm Snapdragon 685,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,6000,44,"Android 15, Funtouch OS 15",https://carisinyal.com/hp/vivo-y400/
vivo Y400 (8GB/256GB),VIVO,2025,3899000,8,256,Qualcomm Snapdragon 685,50 MP • Wide • f/1.8 ; 2 MP • Depth • f/2.4,6000,44,"Android 15, Funtouch OS 15",https://carisinyal.com/hp/vivo-y400/
vivo Y04s (4GB/64GB),VIVO,2025,1399000,4,64,UNISOC T7225,13 MP • Wide • f/2.2 ; 0.1 MP • Depth • f/3.0,6000,15,"Android 14, Funtouch 14",https://carisinyal.com/hp/vivo-y04/
vivo Y04s (4GB/128GB),VIVO,2025,1699000,4,128,UNISOC T7225,13 MP • Wide • f/2.2 ; 0.1 MP • Depth • f/3.0,6000,15,"Android 14, Funtouch 14",https://carisinyal.com/hp/vivo-y04/
vivo Y19sGT 5G (6GB/128GB),VIVO,2025,2199000,6,128,Mediatek Dimensity 6300,50 MP • Wide • f/1.8 ; 2 MP • Depth,5500,15,"Android 15, Funtouch 15",https://carisinyal.com/hp/vivo-y19s-gt/
vivo Y19sGT 5G (8GB/128GB),VIVO,2025,2499000,8,128,Mediatek Dimensity 6300,50 MP • Wide • f/1.8 ; 2 MP • Depth,5500,15,"Android 15, Funtouch 15",https://carisinyal.com/hp/vivo-y19s-gt/
vivo Y19sGT 5G (8GB/256GB),VIVO,2025,2799000,8,256,Mediatek Dimensity 6300,50 MP • Wide • f/1.8 ; 2 MP • Depth,5500,15,"Android 15, Funtouch 15",https://carisinyal.com/hp/vivo-y19s-gt/
